Exporter Name,transaction_count,years_active,months_active,countries_served,drug_substances_shipped,sku_variants_shipped,total_fob_inr,city,exporter_address,avg_monthly_shipments,reliability_score
UNIVAC FURNCRAFTS PRIVATE LIMITED,3,1,1,1,1,3,191000.0,"NEW DELHI,DELHI ","110 VENUS APARTMENTS PASCHIM VIHA R,ROHTAK ROAD",3.0,100.0
SILSA INTERNATIONAL,16,1,2,2,1,4,190487.71393476403,"TILAK BHAVAN DADAR WEST MUMBAI,MAHA","2B,GROUND FLOOR,NATIONAL INDUSTRIE S,COMPOUND,KAKASAHEB GADGIL MARG,",8.0,44.7
CLINICAL BIOSAMPLES AND RESEARCH SERVICE S LLP,21,2,8,2,1,21,190315.83,NOIDA,"C-25FIRST FLOOR, SECTOR-8",2.62,59.8
SRIJEE EXPORTS,6,1,2,1,1,3,190000.0,LUDHIANA,"389/A, STREET NO 9, VIKAS NAGAR, NEAR INDOOR STADIUMPAKHOWAL ROAD",3.0,100.0
DEVASHVI ENTERPRISE LLP,7,1,3,3,1,7,189923.47999999998,NAVSARI,"202, RAJNAMAN APARTMENTNAGTALAWADI, AJIT SOCIETY CONTACT NO: 919662796780",2.33,80.2
Sara Distributors,56,2,10,1,1,26,188705.17,Siliguri,"723,SUKHI NIWAS, SHIV MANDIR ROAD,PANJABIPARA CONTACT NO: 919331720839",5.6,52.2
CIDP BIOTECH INDIA PRIVATE LIMITED,31,2,8,4,1,21,188000.01,"NEW DELHI,DELHI ","32 B, 1ST FLOOR,RAJINDER NAGAR, PU SA ROAD",3.88,53.9
MEHTA HYGEINICS,4,2,3,1,1,2,188000.0,RAJKOT,"PLOT NO 1041, G-1042/2, G-1042/3, PHASE - 1,REVENUE SURVEY NO. 96P, NR ALIPINES LAB. KALAWAD RD, GIDC, METODA TALUKO LODHIKA",1.33,69.8
KYZAF OVERSEAS PRIVATE LIMITED,6,2,4,3,1,4,187159.47,"ALIGARH,UTTAR PRADESH ","C/O SMT. MIDHAT JAMAL, LANE - C,HA MZA COLONY, DHORRA MAFI, ALIGARH",1.5,60.0
ARGANSHE PRIVATE LIMITED,16,1,1,1,2,16,187027.84,"NEW DELHI,DELHI ","B-II/66, M.C.I.E, DELHI MATHURA RD ,NEAR BADARPUR METRO",16.0,100.0
AKSHAY EXIM,18,2,7,1,1,15,186858.18,"DIST: THANE, MAHARASHTRA ","AKSHAR DHAM CHS.LTD.,BLOCK NO.103 1ST FLOOR.SHANTI PARK,MIRA RD(E)",2.57,66.9
OXFORD LAB FINE CHEM LLP,5,2,3,3,1,3,186373.82,"DAHISAR WEST,MAHARASHTRA","2A/94,RUSTOMJEE REGENCY,,J S ROAD,",1.67,74.3
NEW VISION,2,1,2,1,1,2,186283.35,"WAGLE ESTATE, THANE WEST, M.S. ","FLAT NO. 12, 4TH FLOOR, SAI SHAKTI APT. BHATWADI, KISAN NAGAR NO.3,",1.0,100.0
P K Internationals,1,1,1,1,1,1,186075.9,THANE,"GALA NO 17, POONAM VANDANA APARTMENT, PHATAK ROAD,NR. KASTURI INDUSTRIAL ESTATE, BHAYANDAR EAST, MIRA BHAYANDAR,",1.0,100.0
LLOYDS LUXURIES LIMITED,2,1,1,1,1,2,186000.0,"LOWER PAREL WEST,MAHARASHTRA ","TRADE WORLD C WING 16TH FLOOR,SENA PATI BAPAT MARG",2.0,100.0
SUPER INTERNATIONAL,1,1,1,1,1,1,186000.0,KANPUR UP ,"200 A,(9-22),ASHARFABAD (GAJJU PURWA),JAJMAU,",1.0,100.0
Lovika pharmaceuticals,2,1,1,1,1,2,185523.01,KHAMBHAT,"79/B GIDC KANSARI, KHAMBHAT79/B GIDC KANSARI KHAMBHAT",2.0,100.0
BAWAA PHARMACY,60,1,1,1,1,30,185390.912,TIRUPUR,"346,AVINASHI ROAD,NEAR PUSHPA THEATRE BUS STOP,TIRUPUR",60.0,100.0
EASTLAND SWITCH GEARS PVT LTD,17,1,1,1,1,9,185389.99,"KOLKATA, W.B. ","7, TARA CHAND DUTTA STREET, 4 TH FLOOR , ROOM NO.- 41,",17.0,100.0
NEOMED PRODUCTS INDIA PRIVATE LIMITED,3,1,1,1,1,3,185000.0,INDORE,"18,R.N.T. MARG,",3.0,100.0
ALLIED GLOBAL LLP,4,1,1,1,1,1,184000.0,"MUMBAI,MAHARASHTRA ","B-001 SUNVIEW BUILDING NO.4,TILAK NAGAR CHEMBUR WEST",4.0,100.0
HOMECOAT (OPC) PRIVATE LIMITED,2,1,1,1,1,1,184000.0,Panvel,"101, PRABHU KRIPA, PLOT NO10 & 12ROAD NO13, SECTOR 19 CONTACT NO: 919699380520",2.0,100.0
SAI SIDDHI IMPEX,1,1,1,1,1,1,184000.0,"MUMBAI, MAHARASHTRA ","38,KESAR BUILDING,3RD FLOOR, 211 SHAMALDAS GANDHI MARG,PRINCESS ST.,",1.0,100.0
ERWEIT LIFE LLP,1,1,1,1,1,1,183395.52,AHMEDABAD,"436, 4TH FLOOR, BLOCK-E, SUMEL BUSINESS PARK-6,JUPITER MILL COMPOUND, NR. DUDHESHWER,CIRCLE,, DUDHESHWAR TAVDIPURA",1.0,100.0
SHASHWAT EXPORTS,5,2,3,1,1,5,183133.22,"AHMEDABAD,GUJARAT ","504 SHIKHAR COMPLEX,54 SHRIMALI SO C,MITHAKHALI SIX ROADS, NAVRANGPURA",1.67,59.1
JINDAL MEDI SURGE,5,2,3,2,1,4,183102.86,NEW DELHI ,"5A/5, ANSARI ROAD, DARYA GANJ",1.67,74.3
QANTAS AIRWAYS LIMITED,3,1,1,1,1,1,182014.16,"MUMBAI ,MAHARASHTRA ","GODREJ BHAVAN , 2ND FLR, HOME STREET, FORT,",3.0,100.0
SILVER SALES,13,1,2,1,1,13,182000.0,"RAJKOT,GUJARAT ","332-STAR CHAMBERS,HARIHAR CHOWK",6.5,50.5
Ouranous Pharmaceuticals,1,1,1,1,1,1,182000.0,"RAJKOT,GUJARAT ","STREET NO 4 VRUJ VATIKA SOCEITY,BE HIND PERFECT HOTEL SHAPAR",1.0,100.0
HYACINTH GLOBAL,15,1,1,1,1,5,182000.0,BANGALORE,"GROUND FLOOR, 186, 18TH A MAIN ROAD6TH BLOCK KORAMANGALA,",15.0,100.0
MUDGAL EXPORTS,5,1,1,1,1,5,181953.74,"NEW DELHI,DELHI ","150/4 HARSUKH CGHS,SECTOR-7 DWARKA N/A",5.0,100.0
INTEXMATRIX,2,1,2,1,1,1,181720.0,COIMBATORE / TAMIL NADU,"GOPALSWAMY MANIMEGALAI , NO.3/535, K.VADAMADURAI POST, CONTACTNO: 0422N/A",1.0,100.0
RS Global Import Export Services,15,1,2,1,1,10,181000.0,Bareilly,"217, FARRASHI TOLA, ALAM GIRIGANJ, BAREILLY, UTTAR PRADESH, 243001NULL",7.5,91.4
DIVYARAJ EXPORTS PRIVATE LIMITED,1,1,1,1,1,1,181000.0,ANKLESHWAR,"TOWER A 22, AMBE GREEN CITY,KOSAMDI, ANKLESHWAR",1.0,100.0
DURATEN EXPORTS LLP,43,1,1,1,2,42,180541.71099842896,"BALISANA,GUJARAT ","8, LAXMINARAYAN SOCIETY, BALISANA,",43.0,100.0
GURU INTERNATIONAL,21,1,7,1,1,9,180487.71393476403,"CHENNAI,TAMIL NADU ","NO.4, MANNADY STREET,,MANNADY,",3.0,63.4
LG TRADERS,8,1,2,1,1,4,180000.0,"MADURAI,TAMIL NADU ","NO.4-22-7,PARK TOWN 2ND STREET",4.0,100.0
MASS HEALTH CARE,1,1,1,1,1,1,180000.0,,,1.0,100.0
NOVICK BIO-SCIENCES PRIVATE LIMITED,230,2,18,3,4,221,179111.01029776674,"HYDERABAD,TELANGANA ","PLOT NO.126,ROAD NO.11,JUBILEE HIL LS",12.78,65.8
VISHAL DENTOCARE PRIVATE LIMITED,17,1,1,1,1,17,179097.0,AHMEDABAD ,"G.F./1,VIJAY COMPLEX, NR.VASNA AMTSBUS STAND, VASNA",17.0,100.0
MILLENNIUM SEMICONDUCTORS INDIA PRIVATE LIMITED,1,1,1,1,1,1,179000.0,PUNE,"17, 18, 19, 2ND FLOOR,MAHALAXMI HEIGHT, PUNE MUMBAI HIGHWAY, PIMPRI, PUNE",1.0,100.0
SRIVASTAVA BROS EXIM PRIVATE LIMITED,6,1,2,1,1,6,178576.5,,N/AN/A,3.0,68.0
SHREE RADHESHYAM TRADERS,3,2,3,1,1,3,178356.47999999998,MIRZAPAR BHUJ,"WARD NO 7, HOUSE NO 44GOPALPURI, NEAR BHUVA NI VADI, GHANSHYAM ROAD",1.0,100.0
ZHR TRADING COMPANY,18,2,7,1,1,13,178331.15,"THANJAVUR, TAMILNADU. ","NO.140/5C, GANDHI NAGAR, KARIKKADU, PATTUKKOTTAI,",2.57,69.4
SS PHARMA EXPORTS,1,1,1,1,1,1,178000.0,"HYDERABAD, TS. ","SY NO.124&AMP;125, B-205, VERTEX PRIDE APTS, NIZAMPET X ROAD, KUKATPALLY,",1.0,100.0
AQMEN MEDTECH PRIVATE LIMITED,1,1,1,1,1,1,177484.1,Bangalore,"2363, FIRST FLOOR, 24TH MAIN ROAD, 1ST SECTORH.S.R. LAYOUT, BANGALORE SOUTH",1.0,100.0
AUZAT EXPORT (OPC) PRIVATE LIMITED,9,2,7,1,1,9,177383.33000000002,RAJKOT,"UNIVERSITY ROAD,GROUND FLOOR,SHOP NO 3,BELOW DHANLAXMI RESIDENCE,UNIVERSITY ROAD JALARAM 2",1.29,72.5
PRAKSHAY PHARMA PRIVATE LIMITED,13,2,4,5,4,9,177232.5,NAGPUR,"H. NO. 2230/C/R/2/4, SHOP NO. 04, SHREE MAA SHAKTI APARTMENT,WATHODA LAYOUT,",3.25,63.2
FOCUS TRADING ENTERPRISES,9,1,2,1,1,3,177000.0,CHENNAI ,"ROOM NO.1, AMMA MANSION NO.60/71, CNK ROAD,CHEPAUK",4.5,47.6
GLOBAL EXPORT,2,1,1,1,1,1,177000.0,CHENNAI,"NO.74/143CORAL MERCHANT STREET, MANNADY, CHENNAI",2.0,100.0
SUPER SURGMED PRIVATE LIMITED,18,1,1,1,1,17,176615.0,"DELHI,DELHI ","B-3/63 FIRST FLOOR,YAMUNA VIHAR",18.0,100.0
ANJAN DISTRIBUTORS,31,1,2,1,3,23,176002.443,,"NO.131(3),SHOP NO.2,2ND 3RD FLOOR6TH MAIN,80FEET ROAD,VINAYAKA NAGAR",15.5,81.4
EMMESSAR BIOTECH AND NUTRITION LTD,1,1,1,1,1,1,176000.0,"FORT, MUMBAI, MAHARASHTRA. ","29, KAMER BUILDING, 4TH FLOOR, 38, CAWASJI, PATEL STREET,",1.0,100.0
KALP STERI SOLUTION,13,1,6,4,1,11,176000.0,"MUMBAI,MAHARASHTRA ","FLAT 412GURUDARSHANSOCJAGDUSHANAGA R,PLOTNO7 NR SHILPABLDG GHATKOPARWE",2.17,68.8
AARTHTHI EXPORTS,6,2,3,1,1,6,175990.93,"CHENNAI, TAMILNADU. ","NO.B-366, TVS AVENUE, ANNA NAGARWEST EXTN., 36TH STREET,",2.0,53.6
SAI CHEMPARTNERS INDIA PRIVATE LIMITED,1,1,1,1,1,1,175015.54,NEW DELHI ,"C-4A/27-A, JANAK PURI, N/A",1.0,100.0
AURO PLAST,5,1,1,1,1,5,175000.0,"CALCUTTA ,WEST BENGAL ",5 NALIN SIRCAR STREET,5.0,100.0
VARSANAA IMPEX,1,1,1,1,1,1,174648.77,"SHOLINGANALLUR,TAMIL NADU ","478/5 2ND FLOOR SUNNY SIDE APPT,RA JIV GANDHI FIRST CROSS STREET",1.0,100.0
MONILISTIC IMPEX PRIVATE LIMITED,10,1,1,4,1,5,174591.41999999998,JAIPUR,"F-36,M.R.E. COLLEGE N/A",10.0,100.0
DHAAN PROCESS,3,1,1,1,1,3,174000.0,"JUNAGADH,GUJARAT ","GIDC 1, PLOT NO. F 10,,DOLATPARA",3.0,100.0
YASTU IMPEX,16,1,1,1,1,8,174000.0,BHAVNAGAR,PLOT NO.91/99/7 MANAS SHANTI PARKSUBHASH NAGAR,16.0,100.0
SHIV ENTERPRISES,20,1,3,1,1,17,174000.0,PANIPAT/HRY/,"299, SECTOR-6 HUDA",6.67,62.3
AYKARA AYUR PHARMA,10,1,1,1,1,10,174000.0,"KOLLAM,KERALA ","V/328,NILAMEL MURI,EAST KALLADA P. O",10.0,100.0
VENIKA OVERSEAS AGENCIES,12,1,3,1,1,7,173000.0,"TK, THANJAVUR-DT ","13/1025, RASIYANGKADU, THAMARANGKOTTAI NORTH, PATTUKKOTTAI",4.0,69.8
PEMBORONG ENTERPRISES,33,1,3,2,1,18,172839.76,CHENNAI,NO 5/9 CHELLA MUTHU LANEMANNADY,11.0,49.2
EAST COAST SPICES LLP,23,1,1,1,2,23,172641.37205955334,Cochin,"11-138 AB -10, PADAMUGAL, KAKKANADCONTACT NO: 9995599557",23.0,100.0
SHRUTHI GLOBAL SHIPMENT PRIVATE LIMITED,2,1,1,1,1,2,172500.0,,,2.0,100.0
TENATRA EXPORTS PRIVATE LIMITED,1,1,1,1,1,1,172083.41,MUMBAI,"306, SAI CHAMBERS,SANTACRUZ EAST",1.0,100.0
BRACING LIFESCIENCES PRIVATE LIMITED,4,1,2,1,1,4,172000.0,GORAKHPUR,409 SARASWATI PURAM BICHIACONTACT NO: 919795889005,2.0,58.6
COSMED SURGICALS PRIVATE LIMITED,3,1,2,1,1,2,172000.0,NEW DELHI,"FIRST FLOOR, SH NO-5, CSC MARKETVASHUNDHRA ENCLAVE, NEAR CITY APARTMENT,",1.5,68.0
THE BLOSSOM,3,1,1,1,1,3,172000.0,"24PGS(N),W.B. ","UTTAR CHATARA DAKSHIN PARA, UTTAR CHATRA, BADURIA,",3.0,100.0
EKAGYA EXPORTS PRIVATE LIMITED,4,1,2,1,1,2,172000.0,NEEMUCH,"BAGHICHA NUMBER 19, NEAR DHAKAD SERVICE CENTERNEEMUCH, MADHYA PRADESH,458441, INDIA",2.0,100.0
SARAS ENTERPRISES,3,1,2,1,1,2,171867.25,DELHI ,"DSIDC SHED NO.36, BLOCK-D, WORK CENTER, JHILMIL, SHAHDARA,",1.5,68.0
AMRIT SCIENTIFIC IND. PRIVATE LIMITED,3,1,2,1,1,3,171000.0,"NEW DELHI,DELHI ","S NO 48 GF SOUTH B HARPHOOL SINGH,",1.5,68.0
INNOVITAL HEALTHCARE PRIVATE LIMITED,3,1,1,1,1,3,170870.02,,N/AN/A,3.0,100.0
NAVKAR DENTAL SUPPLIERS,26,1,1,1,1,26,170000.0,BARODA ,"6, UDYOGNAGAR SOCIETY NEAR AYURVEDIC COLLEGE,O/S PANIGATE",26.0,100.0
ARYA HEALTHCARE,10,1,2,1,1,2,170000.0,NEW DELHI,PLOT NO- 103 RAJA PURIUTTAM NAGAR,5.0,54.1
KISHAN SINGH ROSHAN SINGH,33,2,3,1,1,15,169888.98577421345,DELHI,"566, G.B. ROAD , SHRADANAND MARKETCONTACT NO: 919911482303",11.0,51.1
WORLDWIDE CLINICAL TRIALS INDIA PRIVATE LIMITED,678,2,9,2,1,239,169483.99979751857,CHEMBUR,"UNIT 9, 9TH FLOOR,CORPORATE PARK IIVN PURAV MARG, NEAR SWASTIK CHAMBERS",75.33,65.8
ARCTIC OVERSEAS,3,1,1,1,1,3,169000.0,NEW DELHI,"FIRST FLOOR, PLOT NO-75-A, BLOCK R, VANI VIHAR, UTTAM NAGAR,NULL",3.0,100.0
SAISMITA HEALTHCARE,6,1,2,2,2,3,169000.0,"MUMBAI, MAHARASHTRA","SHOP NO. 5, SAMTA CO -OP HSG SOC,G.D. AMBEKAR MARG, PAREL VILLAGE CONTACT NO: 022-24102395,7709076020,9819317101",3.0,100.0
AASTHA EXIM,4,1,1,1,1,2,168000.0,DELHI,"FLAT NO. 28, 843-844 JAIPURIA BUILDING, S. P. MUKHERJEE MARGNULL",4.0,100.0
TMV NATURAL OILS AND EXTRACTS PRIVATE LIMITED,1,1,1,1,1,1,168000.0,"KOCHI, KERALA. ","41/282, MAHAKAVI BHARATHIYAR ROAD ERNAKULAM",1.0,100.0
RAGSIN NEWTECH PRIVATE LIMITED,2,1,1,1,1,2,168000.0,DELHI,86 PKT-E MAYUR VIHAR PHASE-2CONTACT NO: 919999424261,2.0,100.0
Shree Surgical,4,1,1,1,1,4,168000.0,Midnapur,"KHASJANGLE INDUSTRIAL GROWTH CENTREABASH, MIDNAPUR, PASCHIM MEDINIPUR",4.0,100.0
JIMS MEDICAL INC,3,1,1,1,2,3,168000.0,BANGALORE,"8, 1ST FLOOR, KSV COMPLEX, DCHALLI MAIN ROAD, OPP SBI CONTACT NO: 918851561802",3.0,100.0
DR.PRACHI SINGH,1,1,1,1,1,1,168000.0,Temp IEC,TEMP IEC,1.0,100.0
KVS AGRO GENERAL TRADING PRIVATE LIMITED,9,2,6,2,1,5,167605.08524635204,"COIMBATORE,TAMIL NADU ","2/166B,OM MURUGA NAGAR,KALLIPALAYA M,",1.5,55.1
HEATRAY SOLAR PRIVATE LIMITED,1,1,1,1,1,1,167467.0,"MUMBAI, MAHARASHTRA ","1,RAM MANSION,S.K.BOLE ROAD, DADAR[WEST],",1.0,100.0
MOHAN MUTHA INFRASTRUCTURES PRIVATE LIMITED,7,1,3,1,1,5,167416.76,Chennai,"THE LATTICE,2ND FLOOR,NEW NO.20 OLD NO.7/1,WADDEL ROAD, KILPAUK",2.33,80.2
FOODCO EXPORTS PRIVATE LIMITED,7,2,4,1,1,7,167377.05,NEWáDELHI,"203-204,ÁIINDÁFLOOR,ÁADITYAÁCOMPLEX,ÁNANGALÁRAYA",1.75,64.6
JEHANGIR CLINICAL DEVELOPEMENT CENTRE PRIVATE LIMI,1,1,1,1,1,1,167000.0,"KARVE NAGAR,PUNE,MAH ","FLAT NO.3, SHANTINIKETAN NEELKAMAL HOUSING SOCEITY",1.0,100.0
THE KERALA STATE HOMOEOPATHIC CO-OP PHARMACY LTD,11,1,1,1,1,11,167000.0,"ALAPPUZHA ,KERALA ","NO.T-432, XII/37 TO 39, MARARIKULAMSOUTH, PATHIRAPPALLY P.O,",11.0,100.0
GHERA SHIPPING SOLUTIONS,17,2,4,1,1,15,166629.63,"NUNGAMBAKKAM,TAMIL NADU ","FLAT NO.28, 1ST FLOOR, RAMS SQUARE ,NO.2, VALLURVARKOTTAM HIGH ROAD",4.25,49.9
PRAKASH CHEMICALS,1,1,1,1,1,1,166315.0,,ANAJ MANDI N/A,1.0,100.0
ZYWIE VENTURES PRIVATE LIMITED,4,1,1,1,2,2,166000.0,Mumbai,"PLOT NO. 53, MAROL CO-OP INDUSTRIAL ESTATE, OPPOSITE METAL POWERMAROL, ANDHERI KURLA ROAD, ANDHERI (EAST)",4.0,100.0
BASIL DRUGS AND PHARMACEUTICALS PRIVATE LIMITED,1,1,1,1,1,1,165942.0,"MUMBAI,MAHARASHTRA ","UNITNOB4054THFLOORSAGARTECHPLAZA,S AKINAKAJUNCTIONANDHERIEAST",1.0,100.0
LEWENS LABS PRIVATE LIMITED,1,1,1,1,1,1,165200.0,"BHARUCH,GUJARAT ","4, DIPALI SOCIETY,,KUNDAN, MAKTAMP UR ROAD,",1.0,100.0
NIXON BIOTECH PRIVATE LIMITED,10,1,2,2,1,9,165000.0,LUDHIANA ,"NIXXON HOUSE, PLOT NO.861 INDUSTRIAL AREA A",5.0,46.9
STEPAN LIFESCIENCES PRIVATE LIMITED,1,1,1,1,1,1,165000.0,IMT MANESAR,"PLOT NO.184SECTOR-6,",1.0,100.0
AAA TRADING,7,2,2,1,1,6,164929.95,CHENNAI,"1/298,RAMJI NAGAR,VIVEKANANDHA STREETNADUVEERAPATTU",3.5,49.7
HAAPPY HERBS,10,2,2,1,1,10,164759.58000000002,CHENNAI,GROUND FLOOR 66/39 SHOP NO 7 CITI CENTRETHIRUMALAI ROAD T NAGAR,5.0,100.0
JAYSONS,6,2,4,1,1,5,164571.85,MUMBAI MAHARASHTRA ,"5, LEELA NIWAS, MEERA BAUGH, SANTACRUZ (W)",1.5,72.2
SYNCHEMIA RESEARCH CHEMICAL,5,1,1,1,1,5,164566.81,MULSHI,PLOT NO 408BHARE PHATA,5.0,100.0
VARDHMAN ENTERPRISES,3,1,2,1,1,2,164400.0,DELHI ,"878, 1ST FLOOR, S.P. MUKHERJEE MARG,",1.5,68.0
KETKI EXIM,3,2,3,1,1,2,164379.26,PUNE,"MOHINIRAJ, PLINTH NO 7, S.NO.128/2SUMARG CO-OP HSG, SOCIETY, KOTHRUD",1.0,100.0
YASHVI EXPORTS PRIVATE LIMITED,38,2,6,2,1,27,164373.76,,"PLOT NO.450, WARD 3-B,",6.33,36.3
MSV IMPORT AND EXPORT,1,1,1,1,1,1,164000.0,Chennai,"NO.257/28, PLOT NO.118, V.O.C.STREET, REDHILLS, PADIYANALLURNULL",1.0,100.0
DOCTOR CARE PHARMA-CARE PRIVATE LIMITED,3,1,1,1,1,3,164000.0,GANDHINAGAR,PLOT NO 63MOTHER IND ESTATE AT PUSHTKADADRA DEHGAM,3.0,100.0
AKRIVIS HEALTH CARE PRIVATE LIMITED,1,1,1,1,1,1,164000.0,VISHAKHAPATNAM,"8-13-6-4,PLOT NO 49 JOGAVANI PALEMGAJUWAKA VISHAKHAPATNAM CONTACT NO: 919870196134",1.0,100.0
JESHRA INSTRUMENTS PRIVATE LIMITED,2,1,1,1,1,1,164000.0,"OFFICE,VASAI-(E) MUMBAI,MAHARASHTRA","GALA NO.9, BLDG.NO.1, GEETA UDYOGNAGAR, ALPHONSO NAGAR, NR.RANGE",2.0,100.0
ASHIRA GROUP,1,1,1,1,1,1,164000.0,Ulhasnagar,401 PINKY APT BLOCK NO A 78VENSI JAGNANI ROAD CONTACT NO: 918999894698,1.0,100.0
K L E ACADEMY OF HIGHER EDUCATION AND RESEARCH BEL,4,1,2,1,1,2,164000.0,BELAGAVI,"KLE ACADEMY OF HIGHER EDUCATION & RESEARCHJNMC CAMPUS, NEHRU NAGAR",2.0,100.0
EZZY EXPORTS,3,2,3,1,1,3,163688.15,"BOMBAY , ","77, SHERIAR BAUGH COMPOUND, OPP. JJ GATE NO.4,",1.0,100.0
MATHA EXPORTS INTERNATIONAL LLP,5,1,2,2,1,3,162995.49,NEW DELHI ,"D-144 FIRST FLOOR, HARI NAGAR, ASHRAM",2.5,78.0
ARD PHARMA,4,2,4,2,1,3,161867.0,"NAGPUR,MAHARASHTRA ","GROUND FLOOR BATRA COMPLEX,TILAK R OAD, MAHAL",1.0,100.0
ADGYL LIFESCIENCES PRIVATE LIMITED,46,2,16,14,1,44,161352.0,Bangalore,"21&22, PHASE II, PEENYA INDUSTRIAL AREANULL",2.88,57.9
JAISONMED PRIVATE LIMITED,2,1,1,1,1,2,161280.0,MANSA,"PLOT NO 5-6, SHIVALIK ESTATEVIJAPUR ROAD",2.0,100.0
BIONIQUE PHARMA,2,1,1,1,1,1,161000.0,SURAT,"109, AKSHAR SQUAREDABHOLI ROAD, KATARGAM",2.0,100.0
MORULAA HEALTHTECH PRIVATE LIMITED,5,1,1,1,1,5,160799.40000000002,"CHENNAI,TAMIL NADU ","NO 38. FIRST FLOOR. RAJESWARI ST., SANTHOSH NAGAR. KANDANCHAVDI",5.0,100.0
AMRUT INTERNATIONAL PRIVATE LIMITED,23,2,3,1,1,23,160277.89,BILIYALA,"SURVEY NO. 21/3, PLOT NO.77, AVADH INDUSTRIAL HUB,RAJKOT-GONDAL NATIONAL HIGHWAY NO.27",7.67,57.4
RAM HEALTH CARE PRIVATE LIMITED,6,1,2,1,1,4,160000.0,"CHENNAI,TAMIL NADU ","PLOT NO.6, GROUND FLOOR,RAJA GARDE N 1ST STREET, KOTTIVAKKAM",3.0,68.0
BURAAQ PHARMACEUTICALS,1,1,1,1,1,1,160000.0,Hyderabad,"PLOT NO. 121/A, QUBA COLONY, SHAHEEN NAGAR, RANGA REDDY, TELANGANA, 500005NULL",1.0,100.0
BAPA SWAMI INTERNATIONAL EXPORTER,7,1,1,1,1,6,160000.0,BORSAD,DHUNDAKUVANR NAVI KHADKI,7.0,100.0
SALVO MEDICAL SYSTEMS,2,1,1,1,1,1,160000.0,KOLKATA,"28/1,KSHETRA MOHAN NASKAR ROAD, CONTACT NO: 919831871111",2.0,100.0
"SEALINK IMPEX,",4,1,1,1,1,2,160000.0,"GHATKOPAR, EAST,MUMBAI ","501, KAILASH BHUVAN NO. 1, M.P. VAIDYA, MARG,",4.0,100.0
RPGV INDIA PRIVATE LIMITED,1,1,1,1,1,1,159999.99,DELHI,"1840, 1ST FLOOR, NOOR GANJ, AZAD MARKETNULL",1.0,100.0
GAJRAJ & CO,7,1,1,1,1,6,159592.81,"HYDERABAD,TELANGANA ","1-11-110-98-3-A-1 FLAT NO 201,SHAM LAL BUILDING",7.0,100.0
LAYAA EXPORTS,12,2,4,1,1,11,159446.71,MYLAPORE,"1ST FLOOR, 66/89DR RANGA ROAD BANU HOUSE",3.0,55.1
CHESA DENTAL CARE SERVICES LIMITED,1,1,1,1,1,1,159197.5,NAVI MUMBAI ,"310, GAURI COMMERCIAL COMPLEX, PLOT-19, SECTOR-II, C.B.D.",1.0,100.0
P. S. EXIM,21,1,2,1,1,5,159075.6,"DIST. THANE, MAHARASHTRA ","D- 301, RIDDHI PARK, THAKURLI (E),",10.5,68.0
PAVANI HEALTHCARE,1,1,1,1,1,1,159000.0,,,1.0,100.0
ALPHA CHEMIKA,4,2,3,1,1,3,158525.95690596572,"ANDHERI(W), MUMBAI ","UNIT NO. 5, 4TH FLR, OPP. VERSOVA TELEPHONE EXCHANGE,",1.33,69.8
S B EXPORT CORPORATION INDIA,2,2,2,1,1,2,158230.02000000002,"MUMBAI ,MAHARASHTRA ",35 SINDHI CHAWL RD NO 7 DAULAT NAGAR BORICALI (EAST),1.0,100.0
AANZOO INTERNATIONAL,3,2,2,2,1,2,157821.03,MUNDRA,"4/1/10, NEAR TALAV GATESOTA STREET",1.5,68.0
TRIDENT CONTAINER LINES,6,2,5,1,1,3,157672.19,CHENNAI,"NO.7, NETHAJI STREET,PONNIAMMANMEDU",1.2,72.9
JIPS PHARMACEUTICALS PRIVATE LIMITED,1,1,1,1,1,1,157165.16,MOHALI,"E-13, PHASE-7, INDUSTRIAL AREA,SAS NAGAR",1.0,100.0
JANUS GLOBAL TRADE PRIVATE LIMITED,2,1,2,2,1,2,156856.28,MUMBAI (MAHARASHTRA) ,"1/3, KISMET BLDG. OPP SASOON DOCK COLABA,",1.0,100.0
ARISH PHARMA,20,1,1,1,1,16,156780.34229562245,UDANGUDI,"NO. 2A1, SIVALVILAIPUTHUR ROADKALANKUDIERUPPU",20.0,100.0
ABIRAAJA VENTURES PRIVATE LIMITED,6,2,2,2,1,5,156422.44,"CHENNAI, TAMILNADU. ","NO.9A, VETRIVEL STREET, KAMARAJAR NAGAR, REDHILLS,",3.0,68.0
BIOKALP TECHNOLOGIES,1,1,1,1,1,1,156180.0,MUMBAI SUBURBAN,"NR JAI AMBE MATA MANDIR, 1, HARSH C GYANESHWAR NAGAR,, SN DUBE ROAD, RA",1.0,100.0
ARYAAVART LIFESTYLES PRIVATE LIMITED,6,1,3,1,1,2,156177.82,DELHI,"2ND FLOOR, A-80,, NEAR B BLOCK MARKETVIVEK VIHAR, PHASE-1",2.0,100.0
PALAMUR BIOSCIENCES PRIVATE LIMITED,22,2,11,4,1,22,156061.05,SECUNDERABAD. AP.,"202, MATRIX SYNERGY, STREET NO. 8, WEST MARREDPAL",2.0,66.7
G D L INTERNATIONAL,1,1,1,1,1,1,156000.0,,,1.0,100.0
VASUDEVA VILASAM HERBAL REMEDIES PRIVATE LIMITED,36,1,1,1,1,9,156000.0,"TRIVANDRUM, KERALA ","NO.2, RAMANAMADAM, FORT",36.0,100.0
